step,epoch,loss,accuracy,validation_epoch_average
4899,8,0.14076809585094452,0.9599999785423279,
4949,8,0.02806001342833042,1.0,
4999,8,0.014517626725137234,1.0,
5049,8,0.03887428715825081,0.9899999499320984,
5099,8,0.024325337260961533,0.9799999594688416,
5149,8,0.027671437710523605,0.9899999499320984,
5199,8,0.019068313762545586,0.9899999499320984,
5249,8,0.014430812560021877,1.0,
5299,8,0.024357914924621582,1.0,
5349,8,0.0385916605591774,0.9799999594688416,
5399,8,0.09306317567825317,0.9599999785423279,
5399,8,,,0.07928388565778732
5449,9,0.019314395263791084,1.0,
5499,9,0.019944898784160614,1.0,
5549,9,0.004136343486607075,1.0,
5599,9,0.037058550864458084,1.0,
5649,9,0.013352091424167156,1.0,
5699,9,0.03164025396108627,0.9899999499320984,
5749,9,0.05004939064383507,0.9799999594688416,
5799,9,0.01754448004066944,1.0,
5849,9,0.10331803560256958,0.949999988079071,
5899,9,0.03847693279385567,0.9799999594688416,
5949,9,0.09715977311134338,0.9799999594688416,
5999,9,0.11517886817455292,0.9799999594688416,
5999,9,,,0.07271143794059753
6049,10,0.020222507417201996,0.9799999594688416,
6099,10,0.031531933695077896,0.9899999499320984,
6149,10,0.016551969572901726,1.0,
6199,10,0.017781412228941917,1.0,
6249,10,0.0797627717256546,0.9699999690055847,
6299,10,0.025917859748005867,0.9899999499320984,
6349,10,0.02550753578543663,0.9899999499320984,
6399,10,0.058678898960351944,0.9599999785423279,
6449,10,0.05540040507912636,0.9899999499320984,
6499,10,0.03392719849944115,1.0,
6549,10,0.06379836052656174,0.9899999499320984,
6599,10,0.012151488102972507,1.0,
6599,10,,,0.0748824030160904
6649,11,0.032694581896066666,0.9899999499320984,
6699,11,0.026049956679344177,0.9899999499320984,
6749,11,0.013595188967883587,1.0,
6799,11,0.01728348433971405,1.0,
6849,11,0.06682601571083069,0.9799999594688416,
6899,11,0.00704346364364028,1.0,
6949,11,0.014781164936721325,1.0,
6999,11,0.03236321359872818,0.9899999499320984,
7049,11,0.01840074546635151,1.0,
7099,11,0.02064649760723114,1.0,
7149,11,0.06753849983215332,0.9699999690055847,
7199,11,0.016520921140909195,1.0,
7199,11,,,0.074376180768013
7249,12,0.019569186493754387,1.0,
7299,12,0.033695075660943985,0.9799999594688416,
7349,12,0.042694710195064545,0.9599999785423279,
7399,12,0.043384943157434464,0.9799999594688416,
7449,12,0.03443623706698418,1.0,
7499,12,0.014269858598709106,1.0,
7549,12,0.0174071304500103,1.0,
7599,12,0.021321389824151993,0.9899999499320984,
7649,12,0.023752320557832718,1.0,
7699,12,0.03642900660634041,0.9799999594688416,
7749,12,0.017898008227348328,0.9899999499320984,
7799,12,0.04346389323472977,0.9799999594688416,
7799,12,,,0.07541602849960327
7849,13,0.006903782021254301,1.0,
7899,13,0.01764380745589733,0.9899999499320984,
7949,13,0.0714670866727829,0.9799999594688416,
7999,13,0.02149512618780136,0.9899999499320984,
8049,13,0.011607705615460873,1.0,
8099,13,0.029006265103816986,0.9799999594688416,
8149,13,0.033929239958524704,0.9899999499320984,
8199,13,0.0070952256210148335,1.0,
8249,13,0.04952424392104149,0.9799999594688416,
8299,13,0.024334467947483063,0.9799999594688416,
8349,13,0.004693983122706413,1.0,
8399,13,0.014167292974889278,1.0,
8399,13,,,0.07325480133295059
8449,14,0.011325422674417496,1.0,
8499,14,0.02121546119451523,0.9899999499320984,
8549,14,0.004621525295078754,1.0,
8599,14,0.030835935845971107,0.9799999594688416,
8649,14,0.022212257608771324,0.9899999499320984,
8699,14,0.013477589003741741,1.0,
8749,14,0.01917628012597561,0.9899999499320984,
8799,14,0.019454779103398323,1.0,
8849,14,0.010517925955355167,1.0,
8899,14,0.027745041996240616,0.9899999499320984,
8949,14,0.005298183765262365,1.0,
8999,14,0.01490246132016182,0.9899999499320984,
8999,14,,,0.07554396986961365
9049,15,0.008546958677470684,1.0,
9099,15,0.007334630470722914,1.0,
9149,15,0.01322423666715622,1.0,
9199,15,0.0068037728779017925,1.0,
9249,15,0.007923915050923824,1.0,
9299,15,0.012673561461269855,1.0,
9349,15,0.008714514784514904,1.0,
9399,15,0.007707201410084963,1.0,
9449,15,0.005606412887573242,1.0,
9499,15,0.0202273391187191,0.9899999499320984,
9549,15,0.012510363943874836,1.0,
9599,15,0.027578169479966164,0.9899999499320984,
9599,15,,,0.07510972768068314
9649,16,0.002199708018451929,1.0,
9699,16,0.007951170206069946,1.0,
9749,16,0.003053025109693408,1.0,
9799,16,0.007357997819781303,1.0,
9849,16,0.007072349078953266,1.0,
9899,16,0.012535729445517063,1.0,
9949,16,0.0030954196117818356,1.0,
9999,16,0.013298289850354195,1.0,
10049,16,0.011507644318044186,1.0,
10099,16,0.011028791777789593,1.0,
10149,16,0.00987830851227045,1.0,
10199,16,0.023930711671710014,0.9899999499320984,
10199,16,,,0.07621150463819504
10249,17,0.01206300500780344,0.9899999499320984,
10299,17,0.012181080877780914,1.0,
10349,17,0.011747763492166996,0.9899999499320984,
10399,17,0.0032890355214476585,1.0,
10449,17,0.009873311035335064,1.0,
10499,17,0.08010684698820114,0.9899999499320984,
10549,17,0.015377871692180634,0.9899999499320984,
10599,17,0.010072526521980762,1.0,
10649,17,0.0037625115364789963,1.0,
10699,17,0.0056586493737995625,1.0,
10749,17,0.01612640544772148,0.9899999499320984,
10799,17,0.01493807788938284,0.9899999499320984,
10799,17,,,0.07608919590711594
10849,18,0.009417913854122162,1.0,
10899,18,0.007540062069892883,1.0,
10949,18,0.0064342934638261795,1.0,
10999,18,0.008828784339129925,1.0,
11049,18,0.009457055479288101,1.0,
11099,18,0.00621698098257184,1.0,
11149,18,0.002037095371633768,1.0,
11199,18,0.003204507287591696,1.0,
11249,18,0.0063579813577234745,1.0,
11299,18,0.013494339771568775,0.9899999499320984,
11349,18,0.002046620473265648,1.0,
11399,18,0.01418518740683794,0.9899999499320984,
11399,18,,,0.08118885010480881
11449,19,0.003367458935827017,1.0,
11499,19,0.006595256272703409,1.0,
11549,19,0.004715877119451761,1.0,
11599,19,0.002234983490779996,1.0,
11649,19,0.002047961577773094,1.0,
11699,19,0.003893316490575671,1.0,
11749,19,0.003113036509603262,1.0,
11799,19,0.00831971038132906,1.0,
11849,19,0.0017016333295032382,1.0,
11899,19,0.0005737252649851143,1.0,
11949,19,0.02293284237384796,0.9899999499320984,
11999,19,0.004472285974770784,1.0,
11999,19,,,0.08142569661140442
