loss,epoch,step,accuracy,validation_epoch_average
0.02327892556786537,9,5749,1.0,
0.09458461403846741,9,5799,0.9599999785423279,
0.02664034813642502,9,5849,0.9899999499320984,
0.11074978858232498,9,5899,0.9699999690055847,
0.06334805488586426,9,5949,0.9899999499320984,
0.0933925062417984,9,5999,0.9799999594688416,
,9,5999,,0.0824585109949112
0.008561302907764912,10,6049,1.0,
0.03314576297998428,10,6099,0.9899999499320984,
0.015851296484470367,10,6149,1.0,
0.0741058886051178,10,6199,0.9799999594688416,
0.033634260296821594,10,6249,0.9899999499320984,
0.00952261034399271,10,6299,1.0,
0.03317733854055405,10,6349,0.9899999499320984,
0.03484870120882988,10,6399,0.9899999499320984,
0.022788800299167633,10,6449,1.0,
0.022425130009651184,10,6499,1.0,
0.1318179816007614,10,6549,0.949999988079071,
0.02910047024488449,10,6599,1.0,
,10,6599,,0.07832358777523041
0.032979730516672134,11,6649,0.9899999499320984,
0.010923814959824085,11,6699,1.0,
0.0242366511374712,11,6749,0.9899999499320984,
0.01936286687850952,11,6799,1.0,
0.01687680184841156,11,6849,1.0,
0.019153662025928497,11,6899,1.0,
0.0173115786164999,11,6949,0.9899999499320984,
0.0077449665404856205,11,6999,1.0,
0.013781538233160973,11,7049,1.0,
0.024493353441357613,11,7099,0.9899999499320984,
0.022217854857444763,11,7149,0.9899999499320984,
0.04755980148911476,11,7199,0.9899999499320984,
,11,7199,,0.08069133758544922
0.007801164872944355,12,7249,1.0,
0.013436210341751575,12,7299,1.0,
0.010666761547327042,12,7349,1.0,
0.03171372786164284,12,7399,0.9799999594688416,
0.04979924112558365,12,7449,0.9899999499320984,
0.030368929728865623,12,7499,0.9899999499320984,
0.012923871167004108,12,7549,1.0,
0.032419558614492416,12,7599,0.9899999499320984,
0.05982925370335579,12,7649,0.9899999499320984,
0.01815047860145569,12,7699,0.9899999499320984,
0.01785261556506157,12,7749,1.0,
0.012253791093826294,12,7799,1.0,
,12,7799,,0.08137881755828857
0.03811882808804512,13,7849,0.9899999499320984,
0.032728709280490875,13,7899,0.9899999499320984,
0.023459870368242264,13,7949,1.0,
0.01817459985613823,13,7999,1.0,
0.011515882797539234,13,8049,1.0,
0.05510614812374115,13,8099,0.9699999690055847,
0.01892113871872425,13,8149,0.9899999499320984,
0.011241772212088108,13,8199,1.0,
0.010798312723636627,13,8249,1.0,
0.014027473516762257,13,8299,1.0,
0.04601695016026497,13,8349,0.9899999499320984,
0.05155991390347481,13,8399,0.9799999594688416,
,13,8399,,0.07679317146539688
0.017866026610136032,14,8449,0.9899999499320984,
0.008408626541495323,14,8499,1.0,
0.02211848646402359,14,8549,1.0,
0.03903795778751373,14,8599,0.9799999594688416,
0.008230668492615223,14,8649,1.0,
0.019138043746352196,14,8699,1.0,
0.008722214959561825,14,8749,1.0,
0.02489122562110424,14,8799,0.9899999499320984,
0.01678079552948475,14,8849,0.9899999499320984,
0.006608548574149609,14,8899,1.0,
0.014354342594742775,14,8949,0.9899999499320984,
0.017815416678786278,14,8999,0.9899999499320984,
,14,8999,,0.07707805186510086
0.009235715493559837,15,9049,1.0,
0.004305260255932808,15,9099,1.0,
0.003607211634516716,15,9149,1.0,
0.023530293256044388,15,9199,1.0,
0.004825988318771124,15,9249,1.0,
0.01933625154197216,15,9299,1.0,
0.0224092286080122,15,9349,0.9899999499320984,
0.048519447445869446,15,9399,0.9899999499320984,
0.004619172308593988,15,9449,1.0,
0.03646014630794525,15,9499,0.9799999594688416,
0.012599500827491283,15,9549,1.0,
0.007723646704107523,15,9599,1.0,
,15,9599,,0.07526645064353943
0.010309282690286636,16,9649,1.0,
0.0361771434545517,16,9699,0.9899999499320984,
0.013876218348741531,16,9749,0.9899999499320984,
0.013526077382266521,16,9799,1.0,
0.019217409193515778,16,9849,1.0,
0.013983652926981449,16,9899,1.0,
0.011553001590073109,16,9949,0.9899999499320984,
0.013003634288907051,16,9999,1.0,
0.02405341900885105,16,10049,0.9899999499320984,
0.014538896270096302,16,10099,0.9899999499320984,
0.01653253100812435,16,10149,1.0,
0.013563291169703007,16,10199,0.9899999499320984,
,16,10199,,0.07937368005514145
0.009358623996376991,17,10249,1.0,
0.04481126740574837,17,10299,0.9899999499320984,
0.013047778978943825,17,10349,1.0,
0.0091976597905159,17,10399,1.0,
0.004650965798646212,17,10449,1.0,
0.011117922142148018,17,10499,1.0,
0.005591892637312412,17,10549,1.0,
0.017161207273602486,17,10599,1.0,
0.013139000162482262,17,10649,0.9899999499320984,
0.0769704133272171,17,10699,0.9699999690055847,
0.008924385532736778,17,10749,0.9899999499320984,
0.0030552977696061134,17,10799,1.0,
,17,10799,,0.07843713462352753
0.006398563273251057,18,10849,1.0,
0.015405546873807907,18,10899,1.0,
0.006509664002805948,18,10949,1.0,
0.012617317028343678,18,10999,1.0,
0.007210743613541126,18,11049,1.0,
0.005617088638246059,18,11099,1.0,
0.002853870391845703,18,11149,1.0,
0.010913445614278316,18,11199,1.0,
0.007047862280160189,18,11249,1.0,
0.003183895954862237,18,11299,1.0,
0.006780894007533789,18,11349,1.0,
0.05506095290184021,18,11399,0.9799999594688416,
,18,11399,,0.08859413117170334
0.011592268012464046,19,11449,1.0,
0.010852706618607044,19,11499,0.9899999499320984,
0.0050582303665578365,19,11549,1.0,
0.005848494824022055,19,11599,1.0,
0.0026706194039434195,19,11649,1.0,
0.010857765562832355,19,11699,1.0,
0.013527424074709415,19,11749,0.9899999499320984,
0.005046491511166096,19,11799,1.0,
0.004788429010659456,19,11849,1.0,
0.020780637860298157,19,11899,0.9899999499320984,
0.009490816853940487,19,11949,1.0,
0.012407972477376461,19,11999,1.0,
,19,11999,,0.09153904020786285
