loss,epoch,step,accuracy,validation_epoch_average
0.6565865278244019,0,49,0.8499999642372131,
0.49576932191848755,0,99,0.8499999642372131,
0.39752501249313354,0,149,0.8799999952316284,
0.2163068652153015,0,199,0.9599999785423279,
0.31663933396339417,0,249,0.8899999856948853,
0.21030138432979584,0,299,0.9199999570846558,
0.2492688149213791,0,349,0.9199999570846558,
0.28927069902420044,0,399,0.9099999666213989,
0.20803600549697876,0,449,0.9399999976158142,
0.21879947185516357,0,499,0.9399999976158142,
0.17156803607940674,0,549,0.949999988079071,
0.24392622709274292,0,599,0.949999988079071,
,0,599,,0.22856326401233673
0.216186061501503,1,649,0.9399999976158142,
0.12972016632556915,1,699,0.9599999785423279,
0.22790899872779846,1,749,0.9199999570846558,
0.20020347833633423,1,799,0.9399999976158142,
0.1787112057209015,1,849,0.949999988079071,
0.1467626988887787,1,899,0.9699999690055847,
0.22173334658145905,1,949,0.9399999976158142,
0.11589913070201874,1,999,0.9699999690055847,
0.12468001246452332,1,1049,0.9799999594688416,
0.24333496391773224,1,1099,0.9199999570846558,
0.10232377052307129,1,1149,0.949999988079071,
0.1535995602607727,1,1199,0.9699999690055847,
,1,1199,,0.1625836193561554
0.16808155179023743,2,1249,0.9399999976158142,
0.08808537572622299,2,1299,0.9599999785423279,
0.08817873895168304,2,1349,0.9899999499320984,
0.1318974494934082,2,1399,0.949999988079071,
0.14926670491695404,2,1449,0.949999988079071,
0.3343815505504608,2,1499,0.9399999976158142,
0.10697166621685028,2,1549,0.9799999594688416,
0.06801638007164001,2,1599,0.9799999594688416,
0.13368278741836548,2,1649,0.949999988079071,
0.1084444597363472,2,1699,0.9699999690055847,
0.04418331757187843,2,1749,0.9799999594688416,
0.11368012428283691,2,1799,0.9799999594688416,
,2,1799,,0.13266706466674805
0.2045290619134903,3,1849,0.9199999570846558,
0.1658044010400772,3,1899,0.9399999976158142,
0.15910039842128754,3,1949,0.949999988079071,
0.1008615493774414,3,1999,0.9599999785423279,
0.15778794884681702,3,2049,0.9599999785423279,
0.13673079013824463,3,2099,0.9699999690055847,
0.15304018557071686,3,2149,0.9699999690055847,
0.12579338252544403,3,2199,0.9599999785423279,
0.1124570295214653,3,2249,0.9699999690055847,
0.0920754224061966,3,2299,0.9899999499320984,
0.19084033370018005,3,2349,0.949999988079071,
0.04004058986902237,3,2399,0.9899999499320984,
,3,2399,,0.11274810880422592
0.08326489478349686,4,2449,0.9699999690055847,
0.0609094463288784,4,2499,0.9799999594688416,
0.06669885665178299,4,2549,0.9899999499320984,
0.13170811533927917,4,2599,0.9599999785423279,
0.11451391875743866,4,2649,0.949999988079071,
0.060974787920713425,4,2699,0.9799999594688416,
0.09121470153331757,4,2749,0.9699999690055847,
0.09514684975147247,4,2799,0.9599999785423279,
0.13761723041534424,4,2849,0.9599999785423279,
0.10184621810913086,4,2899,0.9899999499320984,
0.072220079600811,4,2949,0.9799999594688416,
0.10551555454730988,4,2999,0.9599999785423279,
,4,2999,,0.10036741197109222
0.04534449428319931,5,3049,0.9899999499320984,
0.08933600783348083,5,3099,0.9699999690055847,
0.06943393498659134,5,3149,0.9799999594688416,
0.0354604572057724,5,3199,0.9899999499320984,
0.08415594696998596,5,3249,0.9799999594688416,
0.08651850372552872,5,3299,0.9799999594688416,
0.052081137895584106,5,3349,0.9699999690055847,
0.021220576018095016,5,3399,1.0,
0.16378414630889893,5,3449,0.9599999785423279,
0.09871070832014084,5,3499,0.9599999785423279,
0.0627509355545044,5,3549,0.9699999690055847,
0.05486524477601051,5,3599,0.9899999499320984,
,5,3599,,0.09036514908075333
0.11845660954713821,6,3649,0.9699999690055847,
0.07366560399532318,6,3699,0.9799999594688416,
0.05932311713695526,6,3749,0.9899999499320984,
0.08903730660676956,6,3799,0.9699999690055847,
0.04978495463728905,6,3849,0.9799999594688416,
0.05467735603451729,6,3899,0.9599999785423279,
0.03478691726922989,6,3949,0.9899999499320984,
0.047057460993528366,6,3999,0.9799999594688416,
0.10840348899364471,6,4049,0.9799999594688416,
0.026214852929115295,6,4099,1.0,
0.039253756403923035,6,4149,0.9799999594688416,
0.016964895650744438,6,4199,1.0,
,6,4199,,0.08516930043697357
0.015532604418694973,7,4249,1.0,
0.023447563871741295,7,4299,1.0,
0.18021856248378754,7,4349,0.9699999690055847,
0.08115233480930328,7,4399,0.9699999690055847,
0.016655709594488144,7,4449,1.0,
0.03817152976989746,7,4499,0.9899999499320984,
0.06905131042003632,7,4549,0.9799999594688416,
0.023110423237085342,7,4599,1.0,
0.04249371588230133,7,4649,0.9799999594688416,
0.05669743940234184,7,4699,0.9899999499320984,
0.07765951007604599,7,4749,0.9799999594688416,
0.04978127032518387,7,4799,0.9899999499320984,
,7,4799,,0.08281511813402176
0.009297716431319714,8,4849,1.0,
0.03199424594640732,8,4899,0.9899999499320984,
0.07678640633821487,8,4949,0.9599999785423279,
0.025439852848649025,8,4999,1.0,
0.0340445451438427,8,5049,0.9899999499320984,
0.0473695769906044,8,5099,0.9699999690055847,
0.07865773886442184,8,5149,0.9699999690055847,
0.019062278792262077,8,5199,1.0,
0.06647398322820663,8,5249,0.9799999594688416,
0.0871269479393959,8,5299,0.9699999690055847,
0.060816626995801926,8,5349,0.9899999499320984,
0.04701187461614609,8,5399,0.9899999499320984,
,8,5399,,0.08747196197509766
0.03460419550538063,9,5449,0.9899999499320984,
0.025413839146494865,9,5499,1.0,
0.027295412495732307,9,5549,1.0,
0.04195738956332207,9,5599,0.9899999499320984,
0.016715047881007195,9,5649,1.0,
0.019049063324928284,9,5699,1.0,
